t,true_x_m,true_y_m,spoofed_x_m,spoofed_y_m,is_spoofed,dr_x,dr_y,divergence_m,slope_gap_mps,cusum_stat,predicted_spoofed
1788014295.742134,0.0,0.0,8.76377062632798,6.197135392978521,1,6.307868106996514,-21.37250766228764,27.678812752342616,0.18066842357216184,9.601797673977387,1
1788014295.8426287,0.0,0.0,8.895133612816355,6.202675918190132,1,6.333458962339889,-21.46052741628213,27.781558554898446,0.12916761822791578,9.562964176092423,1
1788014295.962972,0.0,0.0,8.912577710715366,6.245964796285287,1,6.364534413013554,-21.567425003293845,27.92986173954851,0.1328879203796014,9.527850980359144,1
1788014296.0459652,0.0,0.0,8.898480866405231,6.2536329903822025,1,6.385279580454149,-21.638794575753472,28.00542262198218,0.11797296598817453,9.47782283023444,1
1788014296.1458414,0.0,0.0,8.983110262052566,6.314551086624381,1,6.410972691771548,-21.727195576492417,28.159464618470167,0.15260292826952027,9.46242464239108,1
1788014296.241722,0.0,0.0,9.087852146890569,6.275451551560578,1,6.436212148516584,-21.81404478751174,28.214375755343834,0.11268480667324976,9.407108332951449,1
1788014296.3426,0.0,0.0,9.08119113511084,6.43716787937945,1,6.4616914034931465,-21.901727614145404,28.45970443692043,0.1567729629750747,9.395880179813643,1
1788014296.4689784,0.0,0.0,9.112375999787012,6.365475169344517,1,6.495315743688475,-22.017451777796648,28.503325182701097,0.08609145850534006,9.313970522206104,1
1788014296.5433626,0.0,0.0,9.19622990865552,6.474405948647116,1,6.513776813090821,-22.08099346264317,28.68111556666202,0.10448166913996926,9.250451075233192,1
1788014296.6435597,0.0,0.0,9.235931886016258,6.533117127990076,1,6.539961356821411,-22.171123575229917,28.83056869787134,0.1320226129664659,9.214472572086779,1
1788014296.745596,0.0,0.0,9.328350197996857,6.54387545077765,1,6.566848103667525,-22.26367731696216,28.939609366456533,0.12402210623351873,9.170493562207417,1
1788014296.8401234,0.0,0.0,9.359675752492638,6.650698344547611,1,6.592066772163029,-22.35049374809653,29.13295045584031,0.15525859612724058,9.157751042221777,1
1788014296.9576592,0.0,0.0,9.379479672012067,6.474589044279052,1,6.622059711649701,-22.4537535364356,29.05946264652864,0.10200001523976177,9.09174994134866,1
1788014297.0442977,0.0,0.0,9.512532512896128,6.581696451589974,1,6.644737612410977,-22.53183376873833,29.254433672201177,0.1326315924503081,9.056380417686087,1
1788014297.140235,0.0,0.0,9.484866134718942,6.703075365665501,1,6.67056493679474,-22.620763179931014,29.45857766900584,0.14164074868356558,9.030020050256773,1
1788014297.240903,0.0,0.0,9.44883655138687,6.609659930328112,1,6.697141814430818,-22.7122785754492,29.450770816092028,0.08712483971938334,8.949143773863277,1
1788014297.34173,0.0,0.0,9.498441324189344,6.6672347460557,1,6.723076349363388,-22.80158752019906,29.59922526863842,0.09263941879895743,8.873782076549354,1
1788014297.4591389,0.0,0.0,9.658192423094016,6.773556688990669,1,6.753746265449477,-22.90721030513797,29.822537397787134,0.1281449929627052,8.833925953399179,1
1788014297.5426545,0.0,0.0,9.69107150810334,6.705450565959752,1,6.776029050291672,-22.98395392829245,29.832167399539838,0.10981997991149806,8.775744817197797,1
1788014297.6434677,0.0,0.0,9.611301406252997,6.813500967952166,1,6.802433041875427,-23.074895810583143,30.020093328961536,0.09812504263174548,8.705868743716662,1
1788014297.7464345,0.0,0.0,9.753825048070466,6.869188170378468,1,6.8298501895389165,-23.169332701035536,30.18049643587228,0.13737437172032574,8.675241999324108,1
1788014297.8439765,0.0,0.0,9.860452591632,6.886699645395441,1,6.855688182059738,-23.25833390720253,30.29441626841966,0.13663629805118505,8.643877181262413,1
1788014297.9553523,0.0,0.0,9.918101797426075,6.929577666173623,1,6.885261284520508,-23.36020603518156,30.44124041906971,0.12061978746193702,8.59649585261147,1
1788014298.045947,0.0,0.0,9.95112491234043,6.914061249013661,1,6.909625353549313,-23.44413822324508,30.510178543620118,0.0980516895243777,8.526546426022968,1
1788014298.146488,0.0,0.0,9.965056065025756,6.993734443541935,1,6.936200844677385,-23.535693433619542,30.679307854849593,0.11522863150211404,8.473773941412201,1
1788014298.2415802,0.0,0.0,10.061800088981984,6.996934200462935,1,6.961584728806487,-23.62314743370641,30.776626432451348,0.1035762242955851,8.409349049594907,1
1788014298.3416162,0.0,0.0,10.095998798059425,7.037756262505025,1,6.988530536211144,-23.715986778202534,30.910339208948564,0.1384029185466542,8.37975085202868,1
1788014298.4662826,0.0,0.0,10.125335794512893,7.135427597904766,1,7.021930680334176,-23.831067742013737,31.12161559013132,0.11757120114797504,8.329320937063775,1
1788014298.5436182,0.0,0.0,10.069569651303995,7.055742754762995,1,7.042867493957124,-23.90320805422061,31.106551739824116,0.0673135766599191,8.228633397610814,1
1788014298.6435716,0.0,0.0,10.144239625544868,7.038284118635435,1,7.069467609007326,-23.99486398040532,31.1851006714854,0.06519186953078582,8.12582415102872,1
1788014298.746428,0.0,0.0,10.234988690440744,7.227834223218932,1,7.097585612436964,-24.091753353713536,31.476338161593862,0.1108490669399822,8.068672101855823,1
1788014298.846185,0.0,0.0,10.30368737784242,7.234582975958437,1,7.124388858556774,-24.18411412051024,31.579146066896445,0.10986443866698203,8.010535424409925,1
1788014298.9616177,0.0,0.0,10.429126634601635,7.330803478007771,1,7.155661146353568,-24.29187695717153,31.791657619699905,0.12862865874368445,7.97116296704073,1
